,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
349,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""........""","""00000000""","""...........................""","""990008000000000090009000000""",555,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
530,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""........""","""00000000""","""...........................""","""990008000000000090009000000""",555,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""B""","""B""","""C""","""B""","""B""","""B""","""D""","""E""","""B"""
672,2017,1191221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""........""","""00000000""","""...........................""","""990008000000000090009000000""",555,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
690,2017,5000578,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""........""","""00000000""","""...........................""","""990008000000000090009000000""",555,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1455,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECDABBDC""","""01000000""","""AECDABDAEDADCEBBEBACDEDBAAB""","""990008000000000190109000000""",555,555,555,555,555,555,555,555,555,555,555,9.2,13.7,12.5,15.5,26,30,25,5,25,0,7.7,9.1,0,0,0,0,"""E""","""E""","""A""","""E""","""E""","""E""","""A""","""A""","""E"""
1989,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""C.A.....""","""10000000""","""...C....B.CE.B.............""","""990108001001000090009000000""",555,555,555,333,555,333,333,333,333,333,333,10.6,7.5,12.5,0,0,0,0,0,0,0,11.6,13.6,0,0,0,0,,,,,,,,,
2095,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEDCCCCD""","""00001001""","""BADDCBBBCCEAADDCCBDBDDDBBBD""","""990008000000011090009000000""",555,555,555,555,555,333,555,555,333,333,333,10.8,20,25,12.5,11,55,0,14,70,0,7.7,9.1,0,0,0,0,"""C""","""C""","""A""","""E""","""E""","""A""","""D""","""D""","""B"""
2570,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDAEDCD""","""01000001""","""ECEBBDABEDCBABBDDDBDADDBBAE""","""990008100000000090009000000""",555,555,555,555,555,555,555,333,333,333,555,11.8,29,25,35,70,30,80,0,0,0,6.1,4.5,15,0,0,45,"""C""","""E""","""B""","""A""","""C""","""C""","""A""","""B""","""C"""
3033,2017,1122221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBBDCCCC""","""00101000""","""EBEACCACBECDAEBACCCBBBBBAAA""","""990008101000000090009010000""",555,555,555,333,555,333,333,333,333,333,333,12.5,15,25,0,0,0,0,0,0,0,11.6,13.6,0,0,0,0,"""A""","""A""","""E""","""A""","""B""","""C""","""A""","""B""","""C"""
3869,2017,18384,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BABABBBE""","""00100000""","""DBBDCDADDDCEABCDABDCCEADEDE""","""990008110001000090009001000""",555,555,555,333,555,333,333,333,333,333,333,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""D""","""D""","""C""","""D""","""C""","""C""","""D""","""D""","""D"""
3925,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBCCBDAE""","""00000010""","""ADBCCBDAEBDCCDBEADBDCDEDADB""","""990108000100010090009001000""",555,555,555,333,555,333,333,333,333,333,333,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""B""","""C""","""A""","""D""","""D""","""D""","""D""","""D""","""A"""
3929,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABCDEEDC""","""00000100""","""BABCDCBABCDEDCBAABCDEDCBABC""","""990108001001000090009000001""",555,555,555,333,555,333,333,333,333,333,333,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""D""","""C""","""B""","""A""","""A""","""B""","""C""","""D""","""E"""
4571,2017,101558,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CECEDEBD""","""10000101""","""ECED.......................""","""990008000000000090009000000""",555,555,555,555,555,555,555,555,555,555,555,14.1,45.7,37.5,58,67,75,65,49,65,45,3.5,0,23.3,0,30,40,,,,,,,,,
4649,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCECCAD""","""01001011""","""CBDBADBEDAACDBCEACEABEACCBE""","""990008000000000090009000100""",555,555,555,555,555,333,555,555,333,333,333,14.2,45.4,50,38.5,43,55,40,34,70,25,3.8,4.5,0,0,0,0,"""C""","""D""","""A""","""A""","""C""","""C""","""D""","""B""","""D"""
4776,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EDAECEDD""","""00001101""","""ECDAEDBBEABDDBCAEDCBADCECBD""","""990018000010000090009000100""",555,555,555,333,555,333,333,333,333,333,333,14.3,22.5,37.5,0,0,0,0,0,0,0,11.6,13.6,0,0,0,0,"""D""","""D""","""C""","""B""","""B""","""B""","""D""","""D""","""C"""
5013,2017,122634,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCAECDAB""","""01001010""","""ADCDDABBCABEEBCDCACBABAAABB""","""990008000011000090009000000""",555,555,555,555,555,555,555,555,555,555,555,14.5,34.9,37.5,31,37,25,40,25,25,25,7.7,9.1,0,0,0,0,"""B""","""C""","""B""","""C""","""B""","""D""","""C""","""E""","""E"""
5081,2017,86326,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EACBCCCB""","""00011000""","""BADCCBCBEDADEBBDECDACBECDAC""","""990108000000000090009000001""",555,555,555,555,555,555,555,555,555,333,333,14.6,35.4,25,51,74,70,75,28,40,25,7.7,9.1,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""A""","""C""","""B"""
5406,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AAABDDDA""","""00010000""","""BCDEEEBBCCCDABABCBEBADDBECA""","""990018000000000190009000010""",555,555,555,555,555,555,555,555,555,555,555,14.9,24.7,12.5,43,42,50,40,44,40,45,11.6,13.6,0,0,0,0,"""C""","""C""","""C""","""B""","""E""","""B""","""D""","""E""","""A"""
5419,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDABCEEE""","""10011100""","""EDDEAACACABCEBEDBDDCEBCCDDD""","""990008000010000090009000000""",555,555,555,555,555,333,555,555,333,333,333,14.9,48.2,50,45.5,58,70,55,33,65,25,3.8,4.5,0,0,0,0,"""B""","""C""","""B""","""C""","""B""","""C""","""B""","""B""","""B"""
5606,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBEEDCED""","""00000001""","""EDECCDABCAEDDEBCDDECCEACDDC""","""990108100000000090009000001""",555,555,555,555,555,333,555,555,333,333,333,15,25.1,12.5,44,55,75,50,33,65,25,11.6,13.6,0,0,0,0,"""C""","""C""","""A""","""C""","""B""","""D""","""B""","""D""","""E"""
5744,2017,1180773,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EDCCBADC""","""00000000""","""EDADBDADBECBDEAEDCBBADECDDA""","""991008111000000090009000000""",555,555,555,555,555,333,333,555,333,333,333,15.1,14,0,35,0,0,0,70,50,75,15.5,18.2,0,0,0,0,"""D""","""E""","""C""","""C""","""C""","""D""","""D""","""D""","""B"""
6054,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACBBCCD""","""00010001""","""ECCDDDCEDCCEDEDECCCAEDEAECC""","""990008000001001090009000011""",555,555,555,333,555,333,333,333,333,333,333,15.4,15,25,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""C""","""C""","""C""","""E""","""A""","""D""","""E""","""C""","""A"""
6209,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACCBAAD""","""00000011""","""EABACDADEDABDACCCAECAADDDBC""","""990008110000000090009001001""",555,555,555,333,555,555,333,333,555,555,555,15.4,15,25,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""E""","""D""","""A""","""C""","""B""","""C""","""B""","""D""","""B"""
6216,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BACCBCBD""","""00000001""","""ECCECEBABBBDEECCCCBADBACDCB""","""990008001110000090009000010""",555,555,555,555,555,555,555,555,555,333,333,15.4,10.5,12.5,7.5,0,0,0,15,75,0,17,18.2,10,30,0,0,"""E""","""B""","""A""","""D""","""D""","""A""","""D""","""D""","""A"""
6217,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDCACBEC""","""10001000""","""BDCBDCDEADCDBCDEAABCBEDCBDC""","""990008000000101090009000001""",555,555,555,555,555,333,555,333,333,333,333,15.4,26.6,25,29,58,70,55,0,0,0,11.6,13.6,0,0,0,0,"""B""","""C""","""D""","""B""","""B""","""B""","""D""","""C""","""B"""
6573,2017,18387,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ADCEDCBB""","""00000000""","""CEABBAEEACDDCAEBADDCABAEEDC""","""991008000000000190009000001""",555,555,555,555,555,555,555,555,333,555,333,15.7,23.4,0,58.5,67,75,65,50,70,45,13.1,13.6,10,0,30,0,"""E""","""E""","""A""","""A""","""C""","""E""","""D""","""C""","""B"""
7338,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EBBCDCDD""","""00100001""","""CBCCBAAAEDEDBCEACCCBDBABDBD""","""990108100000100090009000000""",555,555,555,555,555,555,555,555,555,555,555,16.1,29.4,25,36,66,50,70,6,30,0,11.6,13.6,0,0,0,0,"""E""","""D""","""D""","""B""","""B""","""C""","""B""","""C""","""B"""
9028,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBDEEAE""","""01100110""","""DCBAADCAAAEDDEBEDBEEDDDBCEB""","""990008000000000090019000100""",555,555,555,555,555,555,555,555,555,333,333,17,45,50,37.5,27,75,15,48,40,50,7.7,9.1,0,0,0,0,"""D""","""D""","""C""","""B""","""B""","""C""","""D""","""B""","""B"""
9029,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDEBAEC""","""01000000""","""EBCCCAEEE.CBDAEBABCDEEEBCAD""","""990108000000000190009000100""",555,555,555,555,555,555,555,555,555,333,333,17,28.7,12.5,53,58,50,60,48,60,45,13.1,13.6,10,30,0,0,"""E""","""E""","""E""","""C""","""C""","""C""","""B""","""B""","""D"""
9044,2017,122845,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBBBCEAD""","""00111111""","""EDEDBBCDBCACDECABADCDBDBDBD""","""990008011000000090009000000""",555,555,555,333,555,333,333,333,333,333,333,17,45,75,0,0,0,0,0,0,0,7.7,9.1,0,0,0,0,"""D""","""D""","""A""","""C""","""C""","""D""","""D""","""D""","""B"""
9498,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBCCDEE""","""01101000""","""AACDBBCDACDEAACCEDBBCCDDBBE""","""990008010001000090009101000""",555,555,555,555,555,555,335,335,335,335,335,17.3,22.5,37.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""E""","""A""","""A""","""E""","""E""","""E""","""A""","""A""","""E"""
9535,2017,95017,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DADBCECA""","""00011100""","""CDCCBDDDBAA*D.ECDDDDBBACCBD""","""990108011000000090009000100""",555,555,555,333,555,333,333,333,333,333,333,17.3,22.5,37.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""C""","""D""","""B""","""B""","""A""","""C""","""D""","""C""","""C"""
9800,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEDEEBEB""","""00000000""","""DBEDEDCDECEDDDBADABCECBEECA""","""990018010000010090009110010""",555,555,555,333,555,333,333,333,333,333,333,17.4,0,0,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""D""","""D""","""B""","""D""","""C""","""D""","""C""","""C"""
10045,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCADDEBC""","""01000100""","""BAEDBAACDECBCEABADEDCBADEBC""","""990008100000000190009001001""",555,555,555,555,555,555,555,555,555,333,333,17.5,23.6,25,21.5,32,40,30,11,55,0,15.5,18.2,0,0,0,0,"""B""","""C""","""B""","""E""","""A""","""C""","""B""","""C""","""D"""
10314,2017,118336,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABBDBECC""","""00100100""","""DCCDCEBDCCCCEE*BEACADADCCEB""","""990008010000000190009000100""",555,555,555,555,555,555,333,555,555,555,555,17.6,25,25,25,0,0,0,50,50,50,15.1,13.6,23.3,30,40,0,"""C""","""C""","""C""","""D""","""B""","""C""","""D""","""D""","""D"""
10663,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCEDCEAC""","""01001110""","""DBBACBABECBBAEEDCACCEECADDB""","""990008100010000090009000000""",555,555,555,555,555,555,555,555,555,555,555,17.8,45.2,50,38,34,50,30,42,30,45,8.7,9.1,6.7,0,0,20,"""C""","""D""","""C""","""B""","""B""","""C""","""B""","""C""","""C"""
11032,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CBDCCDCD""","""10001001""","""ABCEEBDEACEDCEACACDCEABCCED""","""990018000000000090009010100""",555,555,555,555,555,555,555,555,333,555,333,18,32.7,37.5,25.5,5,25,0,46,30,50,13.1,13.6,10,0,30,0,"""C""","""C""","""A""","""A""","""A""","""C""","""B""","""C""","""A"""
11292,2017,86326,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCBCEAE""","""01011110""","""BCDDBBAEECAAEBDDBCADAEEBDAA""","""990008100000001090109000000""",555,555,555,333,555,333,333,333,333,333,333,18.1,37.5,62.5,0,0,0,0,0,0,0,11.6,13.6,0,0,0,0,"""D""","""E""","""B""","""B""","""C""","""C""","""D""","""C""","""."""
11551,2017,18387,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCEBECDC""","""01010000""","""CACDABDDBDEEDCECDABDADCCDCC""","""990008011001000090009000011""",555,555,555,333,555,333,333,333,333,333,333,18.2,15,25,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""A""","""D""","""E""","""B""","""B""","""D""","""C""","""D"""
11701,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBEECEC""","""01100000""","""DDCBEDCBDCDCCBEABECADBBEDAE""","""990018000000000091009010000""",555,555,555,555,555,555,555,555,555,555,555,18.2,35.8,25,52,60,60,60,44,40,45,12.3,13.6,5,0,0,15,"""D""","""D""","""C""","""A""","""B""","""B""","""D""","""C""","""D"""
11702,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDABAACD""","""00010001""","""ACBDBAAABAADCEEDECDECDBDBBE""","""990008101000000090019011000""",555,555,555,333,555,333,333,333,333,333,333,18.2,15,25,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""D""","""A""","""B""","""B""","""C""","""D""","""D""","""B"""
11757,2017,1128077,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDEBEBB""","""01000100""","""ADBDCBACBBDDCEBCDEDDACECDEA""","""990008101100000091009100000""",555,555,555,333,555,333,333,333,333,333,333,18.2,15,25,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""D""","""C""","""C""","""C""","""C""","""A""","""B""","""B"""
13016,2017,118336,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCDEACB""","""01000000""","""BBACAACBEACCEABDCABDCCAABED""","""991108000000000090009100000""",555,555,555,555,555,555,555,555,555,555,555,18.7,34.1,12.5,66.5,66,70,65,67,55,70,13.6,13.6,13.3,0,40,0,"""C""","""D""","""C""","""B""","""B""","""B""","""B""","""D""","""B"""
14725,2017,101830,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEDBDBCA""","""00010000""","""CBEBDCAEAEBCDAEBCECDADBCDEC""","""990008100010000191009010001""",555,555,555,333,555,333,333,333,333,333,333,19.3,7.5,12.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""D""","""D""","""C""","""B""","""B""","""D""","""D""","""C""","""A"""
14997,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DADCDCDC""","""00000000""","""CDBBCDCDCDCCDEDCCDCDCDCDCDC""","""990008010000001090009001101""",555,555,555,555,555,333,555,555,333,333,333,19.4,19.6,0,49,28,80,15,70,50,75,19.3,22.7,0,0,0,0,"""C""","""C""","""B""","""A""","""A""","""D""","""C""","""D""","""D"""
15153,2017,112086,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDAADEAB""","""00000110""","""DCCCDDBBBBCBCDACDAEAAEBEDBE""","""990108001100010090009010000""",555,555,555,555,555,555,336,336,555,336,333,19.4,15,25,0,0,60,0,0,25,0,20.8,22.7,10,30,0,0,"""C""","""C""","""B""","""D""","""B""","""C""","""D""","""B""","""B"""
15448,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEAEDCDD""","""00000001""","""ADDABDECBDEBDBDDCECBACBEABB""","""990008001000001091009110000""",555,555,555,555,555,555,555,336,555,555,555,19.5,18.7,12.5,28,56,60,55,0,0,0,19.8,22.7,3.3,0,0,10,"""D""","""E""","""C""","""B""","""B""","""C""","""D""","""C""","""B"""
15694,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBECEEB""","""01101100""","""AABADDCBBDACADBACABEBECAAEE""","""990008001000010090019000000""",555,555,555,555,555,555,555,555,555,333,333,19.6,43.4,50,33.5,43,55,40,24,40,20,11.6,13.6,0,0,0,0,"""D""","""E""","""D""","""D""","""D""","""E""","""B""","""C""","""D"""
16040,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDBDEBB""","""01010100""","""EDADCDCCDAABBCCEBAEACBBAADE""","""991008000000100090009010000""",555,555,555,555,555,333,555,555,333,333,333,19.7,43.9,37.5,53.5,53,65,50,54,90,45,11.6,13.6,0,0,0,0,"""C""","""C""","""B""","""B""","""B""","""B""","""B""","""B""","""C"""
16141,2017,1180773,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACABAECC""","""01010100""","""CCCCBBBBEDE.E.DEDDDDDDDDDDD""","""990108000000001090009001000""",555,555,555,555,555,333,555,555,333,333,333,19.7,44.1,37.5,54,53,65,50,55,75,50,11.6,13.6,0,0,0,0,"""A""","""B""","""C""","""A""","""A""","""A""","""E""","""B""","""A"""
17086,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCCCCCCC""","""11001000""","""CCCCCCCCCCCCCCCCCCCCCCCCCCC""","""990108000000000090009100111""",555,555,555,333,555,333,333,333,333,333,333,20.1,22.5,37.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
17287,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABEBCEEE""","""00011100""","""ACAAEECDBEADEEBADAAAAAECEAA""","""991018011000000090109000000""",555,555,555,333,555,333,333,333,333,333,333,20.1,22.5,37.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""C""","""A""","""C""","""B""","""C""","""B""","""D""","""E"""
18022,2017,1106427,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCEBEEAC""","""01010110""","""DBEECDACEBDDBEBDEBDABECADBE""","""990008100100100090009000000""",555,555,555,555,555,333,555,555,333,333,333,20.3,46.2,50,40.5,34,50,30,47,55,45,11.6,13.6,0,0,0,0,"""E""","""E""","""C""","""B""","""B""","""C""","""A""","""B""","""B"""
18034,2017,1128364,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBAAACAC""","""00000010""","""BEAACBCDCCEBECEBDCABCABADBE""","""991008010000000190109010000""",555,555,555,555,555,555,555,555,555,555,555,20.3,23.1,12.5,39,37,65,30,41,25,45,19.3,22.7,0,0,0,0,"""C""","""E""","""C""","""B""","""B""","""C""","""A""","""B""","""B"""
19944,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""........""","""00000000""","""DAECCECDBBBECECCA.EE.......""","""990108011111000090019000000""",555,555,333,555,555,333,333,555,333,333,333,20.9,2.6,0,6.5,0,0,0,13,65,0,27,31.8,0,0,0,0,,,,,,,,,
20658,2017,1106427,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCDBAEBE""","""01010100""","""AEEDCBBDBEABDBCDDCAADDABDCB""","""990008011000000090109000010""",555,555,555,555,555,555,555,336,336,333,333,21,37.3,37.5,37,74,50,80,0,80,0,15.5,18.2,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""A""","""D""","""C"""
21165,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDCBEEDE""","""00010100""","""CBEBCDAEBABBCEACCAEBDACBCCC""","""990008101010000090009000111""",555,555,555,333,555,333,333,333,333,333,333,21.2,15,25,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""D""","""C""","""D""","""C""","""D""","""D""","""C""","""B"""
21276,2017,86326,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDAECEBA""","""00001100""","""AEEBCDAADDEEEDEECBBEABBCCED""","""990008100001010090019010100""",555,555,555,333,555,555,333,333,555,333,333,21.2,15,25,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""E""","""A""","""B"""
21526,2017,1122221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BACCEEAC""","""00000110""","""CACECDCABCCEDEDDCCEDBCBBACB""","""990008001001001090009110010""",555,555,555,333,555,333,333,333,333,333,333,21.2,15,25,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""B""","""C""","""B""","""C""","""B""","""B""","""C""","""D""","""C"""
21531,2017,1128077,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CECBCEEE""","""10011100""","""ABBEABBCADDCEEEABAACABECA*D""","""990008000000000090109000000""",555,555,555,555,555,555,555,555,555,555,333,21.2,51,50,52.5,51,75,45,54,70,50,11.3,4.5,50,60,90,0,"""C""","""D""","""B""","""B""","""C""","""C""","""A""","""A""","""D"""
22632,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEDADCAB""","""00000010""","""BDCCCCBCBABBEBCCBDDBECDEACC""","""990108001010000090009100011""",555,555,555,555,555,555,555,555,555,333,333,21.5,16.5,12.5,22.5,35,55,30,10,50,0,23.2,27.3,0,0,0,0,"""D""","""D""","""C""","""A""","""A""","""B""","""E""","""D""","""B"""
23056,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACCCCCCC""","""01001000""","""CBADDCCCCCCCCCCCCCCCCCCCCCC""","""991008000000000090009100111""",555,555,555,333,555,555,333,333,333,555,333,21.6,15,25,0,0,0,0,0,0,0,23.8,22.7,30,0,90,0,"""C""","""C""","""C""","""D""","""D""","""D""","""D""","""D""","""B"""
