,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
4463,2021,87195,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCACABCB""","""01001010""","""BCDCCBCDBCBCBDBCBCBCCBCBCAB""","""900000009900901000900000800""",555,555,555,555,555,555,335,555,555,555,555,11.9,24.7,37.5,5.5,0,35,0,11,55,0,7.6,4.8,23.3,70,0,0,"""C""","""C""","""A""","""B""","""B""","""C""","""D""","""D""","""B"""
4489,2021,18387,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAECCCDD""","""00000001""","""BEBAECECECBCDCCDDCBAEBBDABA""","""910001009900900000910000800""",555,555,555,555,555,555,555,555,555,555,555,11.9,10.9,12.5,8.5,7,35,0,10,50,0,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""A""","""B""","""C""","""B""","""D""","""B"""
4674,2021,1113852,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CACADAEB""","""00000100""","""DEABABDBCBBADCEDCBEDBCEADAC""","""910100109900900000900000800""",555,555,555,555,555,555,555,555,555,555,555,12,11.5,12.5,10,5,25,0,15,15,15,12.2,14.3,0,0,0,0,"""C""","""E""","""C""","""A""","""A""","""C""","""E""","""D""","""C"""
5374,2021,113455,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EEECDEBE""","""10000000""","""DADAEDCABDEDBACEDEDAECEBABC""","""900000019900900001910000800""",555,555,555,555,555,555,555,555,336,336,555,12.4,13.1,12.5,14,10,50,0,18,50,10,12.2,14.3,0,0,0,0,"""C""","""D""","""C""","""A""","""A""","""B""","""E""","""D""","""C"""
5610,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BDBACEEA""","""00100000""","""DDECEBEBADACBBBCCDEABBEACAC""","""900000009910901000910000800""",555,555,555,555,555,555,555,555,555,333,333,12.5,13.5,12.5,15,13,65,0,17,25,15,12.2,14.3,0,0,0,0,"""D""","""D""","""C""","""D""","""D""","""C""","""B""","""B""","""C"""
5874,2021,1451148,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DCBACADE""","""01100100""","""EEDCCDABEBBDEAADDABBCAEDDAA""","""910000009900900000900000800""",555,555,555,555,555,555,555,555,555,555,555,12.8,28.5,37.5,15,5,25,0,25,25,25,7.6,4.8,23.3,70,0,0,"""C""","""D""","""C""","""B""","""B""","""D""","""B""","""D""","""C"""
5923,2021,1136142,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCADCBCE""","""01000010""","""DBACCCBBDEBACBDACBACBDBCEBC""","""900001009900900000900001800""",555,555,555,555,555,555,555,555,555,555,333,12.8,20.4,25,13.5,5,25,0,22,50,15,10.3,9.5,15,45,0,0,"""C""","""C""","""A""","""E""","""E""","""A""","""B""","""D""","""A"""
6136,2021,18387,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DCEACBAB""","""01000000""","""DAECEBDCEB.EDABEBDBAC.BDEAC""","""900000109900901000910000800""",555,555,555,555,555,333,555,333,333,333,333,12.9,15.1,12.5,19,38,70,30,0,0,0,12.2,14.3,0,0,0,0,"""B""","""A""","""B""","""C""","""B""","""C""","""A""","""B""","""C"""
6159,2021,118336,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ABBCDEBD""","""00100001""","""BCAEBDBEADBEAAEDBDEDBEACBAE""","""900000009900900000900111800""",555,555,555,333,555,333,333,333,333,333,333,12.9,15,25,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""D""","""D""","""A"""
6225,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEBDCED""","""00010001""","""DADBCACEBDAEBDCEACEBDACBDEA""","""900100009910900000901000800""",555,555,555,555,555,555,336,336,336,336,555,12.9,15,25,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""C""","""C""","""B""","""A""","""A""","""C""","""D""","""D""","""B"""
6617,2021,115728,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCBBACCA""","""01111010""","""...........................""","""900000009900900000900000800""",555,555,555,555,333,555,336,333,555,555,555,13.1,37.5,62.5,0,0,0,0,0,0,0,5,0,33.3,20,55,25,,,,,,,,,
6674,2021,1113852,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CAEACAEA""","""00000100""","""DDDACEECDBBDAEABDBACBABDCBD""","""900000009900910100900000801""",555,555,555,555,555,555,555,555,555,555,555,13.1,15.7,12.5,20.5,8,40,0,33,65,25,12.2,14.3,0,0,0,0,"""C""","""D""","""C""","""B""","""B""","""C""","""B""","""B""","""C"""
7046,2021,1102674,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CCBACADB""","""01100100""","""DCBDCDADBEECDCBDDECBCCEECAB""","""900000009900901001900000800""",555,555,555,555,555,555,555,555,555,555,333,13.3,28.9,37.5,16,3,15,0,29,25,30,8.1,9.5,0,0,0,0,"""C""","""D""","""A""","""D""","""D""","""D""","""D""","""C""","""B"""
7996,2021,1136142,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABADACE""","""10100110""","""EBDACADBBEEAACDDDCABCBDBCAE""","""900000109900900000900000800""",555,555,555,555,555,333,555,555,333,333,333,13.8,43,50,32.5,28,80,15,37,65,30,4.1,4.8,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
8019,2021,20065,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABCBBBD""","""10100001""","""ABCEAABCADCCBAAAADDBBABCBAA""","""901000009900900000900001800""",555,555,555,555,555,333,555,333,333,333,333,13.8,30.7,37.5,20.5,41,85,30,0,0,0,8.1,9.5,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""B""","""A""","""B"""
9125,2021,99406,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AACDBEAE""","""00000000""","""CBDDEBADEBBADBBCEEEACDBBBAB""","""900000009900901011910000800""",555,555,555,333,555,555,333,333,555,333,333,14.2,0,0,0,0,0,0,0,0,0,18.9,19,18.3,55,0,0,"""E""","""E""","""A""","""E""","""E""","""E""","""D""","""C""","""A"""
10450,2021,116770,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BADCCACD""","""00000111""","""EDBABDDAEBDADDBCDACDCDCDDAA""","""900000119900901000900000800""",555,555,555,333,555,333,333,333,333,333,333,14.8,22.5,37.5,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""E""","""D""","""C""","""A""","""A""","""A""","""A""","""A""","""B"""
10554,2021,1451148,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CBEBCBAA""","""00010000""","""BBBADDBEDCBDDDBCDADAEAEBCED""","""900010009900901000910000801""",555,555,555,555,555,555,555,555,555,555,555,14.9,10.9,12.5,8.5,10,50,0,7,35,0,16.2,19,0,0,0,0,"""D""","""C""","""C""","""A""","""A""","""B""","""A""","""B""","""D"""
10990,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEACBED""","""00000001""","""DCDCCBCABCBCCBADCEACCDBCBDC""","""900000019900900001900001810""",555,555,555,555,555,555,555,555,555,555,333,14.9,11.1,12.5,9,11,55,0,7,35,0,16.2,19,0,0,0,0,"""C""","""C""","""A""","""B""","""A""","""C""","""B""","""B""","""C"""
11273,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CAEAAEAE""","""00001000""","""EDBACBEBDDBCBABCDCDACBDBBCD""","""900000009900901000910000801""",555,555,555,555,555,333,555,555,333,333,333,15,23.5,12.5,40,15,35,10,65,25,75,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""B""","""C""","""C"""
12473,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABABADB""","""00100100""","""CAAAAACADBAAECECDBACCCAEECB""","""900000019910900000900010800""",555,555,555,555,555,555,555,555,555,333,555,15.4,24.8,25,24.5,8,40,0,41,25,45,12.2,14.3,0,0,0,0,"""E""","""D""","""B""","""B""","""C""","""C""","""A""","""B""","""D"""
12626,2021,1330352,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EBEACCEC""","""10000000""","""EDBACBCEBEEDABBCBAACEDECAAD""","""900000009900901000900001801""",555,555,555,555,555,555,555,555,555,555,555,15.5,17.3,12.5,24.5,30,50,25,19,55,10,14.9,14.3,18.3,55,0,0,"""C""","""D""","""C""","""D""","""B""","""C""","""B""","""B""","""B"""
12638,2021,1101244,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AAABAACD""","""00011111""","""EBDADDAABBBACD.ECCADBDB.CEC""","""900010019900900000900000800""",555,555,555,333,555,333,333,333,333,333,333,15.5,37.5,62.5,0,0,0,0,0,0,0,8.1,9.5,0,0,0,0,"""D""","""D""","""B""","""B""","""B""","""B""","""A""","""D""","""B"""
12743,2021,115728,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCBACCDA""","""01100000""","""ABBDDACBBCDBDBEEEDCDBCCACEC""","""900010009901900010900000800""",555,555,555,555,555,555,555,555,555,555,555,15.6,21.4,25,16,7,35,0,25,25,25,13.7,14.3,10,0,0,30,"""C""","""C""","""C""","""C""","""C""","""D""","""E""","""C""","""C"""
12876,2021,106167,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DBEBCCAB""","""00010000""","""CABDABACCDEEECDBABBCDBCDCCD""","""900000009900900100901000801""",555,555,555,555,555,555,555,555,555,555,333,15.6,14.7,12.5,18,1,5,0,35,55,30,15.9,14.3,25,55,20,0,"""A""","""B""","""B""","""C""","""D""","""C""","""C""","""A""","""A"""
14062,2021,113455,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BEEBCADE""","""00010100""","""DACAEEBECCAAADAACEEEEEEAAAA""","""901000009910900001900100800""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
14085,2021,115582,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BBBBBBBB""","""00110000""","""BBBBBBBBBBBBBBBBBBBBBBBBBBB""","""900100009901901100900000800""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
14322,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BADACBDE""","""00000000""","""DACCEBDBAAADADBDDBAABADAECB""","""901000109910901000910000800""",555,555,555,555,555,555,555,555,555,555,555,15.9,2.8,0,7,7,35,0,7,35,0,20.2,23.8,0,0,0,0,"""C""","""D""","""C""","""B""","""B""","""D""","""B""","""A""","""B"""
14324,2021,1117717,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BACCADCB""","""00001010""","""BAAAECABCECBCEBDDABCBDBBCEA""","""900001009901911000900000800""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""C""","""B""","""B""","""C""","""D""","""B""","""B""","""C"""
14325,2021,1117717,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ABCEADCC""","""00001010""","""DDBADDBDDACCACADCABABDAACDC""","""900010009900900000910010810""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""D""","""D""","""C""","""D""","""D""","""D""","""D""","""B""","""B"""
14454,2021,1132918,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABAEACB""","""00100110""","""CDDEAABBCCDDCEEAABDDDCC.ACC""","""900000009900910000901000800""",555,555,555,555,555,555,555,555,555,555,555,16,32.1,37.5,24,17,25,15,31,55,25,10.6,9.5,16.7,50,0,0,"""A""","""D""","""E""","""E""","""D""","""D""","""C""","""B""","""B"""
14611,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCEBCAAA""","""01010100""","""EDBDBBDBAAEADABBCADEEAEBDAB""","""900000109900901100900000800""",555,555,555,555,555,555,555,555,555,555,555,16,27.3,37.5,12,7,35,0,17,25,15,12.2,14.3,0,0,0,0,"""C""","""D""","""A""","""B""","""C""","""D""","""A""","""B""","""B"""
15332,2021,1106427,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CCCCCCCC""","""01000010""","""CCCCCCCCCCCCCCCCCCCCCCCCCCC""","""901001009900900000900001800""",555,555,555,333,555,555,333,333,555,555,555,16.3,15,25,0,0,0,0,0,0,0,16.7,14.3,30,55,35,0,"""D""","""D""","""D""","""D""","""D""","""D""","""D""","""D""","""D"""
15725,2021,1113852,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DDEAAABB""","""00001100""","""BACCEAABCDBCEDCBDDDACBABBCB""","""901000009900900100910010800""",555,555,555,333,555,555,333,333,555,333,333,16.4,15,25,0,0,0,0,0,0,0,16.9,19,5,15,0,0,"""C""","""D""","""A""","""A""","""A""","""A""","""B""","""D""","""B"""
16305,2021,112086,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CBBBECDB""","""00110000""","""AEDDBAADDEAACDEEDAADDACBAAB""","""910000009910900000901000800""",555,555,555,555,555,555,555,555,555,555,555,16.6,29.6,25,36.5,11,55,0,62,70,60,12.2,14.3,0,0,0,0,"""B""","""D""","""C""","""B""","""B""","""D""","""B""","""D""","""C"""
16388,2021,1128077,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BADCDCCD""","""00000011""","""DBCAEDECDCBCDECAECCDDAEBECC""","""901000009900910010901000800""",555,555,555,555,555,333,335,555,333,333,333,16.6,17.6,25,6.5,0,25,0,13,65,0,16.2,19,0,0,0,0,"""B""","""C""","""C""","""C""","""A""","""A""","""C""","""D""","""B"""
16929,2021,1191224,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABAABCC""","""10101010""","""CDBADDBCDCBAEDBCADDDDBBBECC""","""900010009900901000901000800""",555,555,555,333,555,333,333,333,333,333,333,16.7,30,50,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""E""","""D""","""C"""
17076,2021,1286732,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABACBDB""","""00100000""","""EEDDEDDCCCBADDCACEACBDDEBDB""","""910000109900900001900000810""",555,555,555,555,555,555,555,555,555,555,555,16.7,15.3,12.5,19.5,10,50,0,29,25,30,17.2,19,6.7,10,0,10,"""D""","""D""","""D""","""B""","""B""","""C""","""B""","""D""","""."""
17717,2021,1102674,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EBBCBCDB""","""10100000""","""EDBCBDDEEDDECBABABBACCDEDEA""","""900000109900900100910000800""",555,555,555,555,555,555,555,555,336,333,333,16.9,30.8,25,39.5,23,55,15,56,40,60,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""B""","""C""","""C""","""D""","""C""","""B"""
17720,2021,113813,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""E.D.....""","""10000000""",""".C....EAB..C.E..E..D.......""","""900000019900910010900000800""",555,555,555,555,555,333,555,555,333,333,333,16.9,31.1,12.5,59,34,70,25,84,40,95,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""D""","""C""","""C"""
17994,2021,115582,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CCAAEBDB""","""01000000""","""ADCBECCBBDCAEADAEADDBEBDACC""","""901101009900900010900100800""",555,555,555,333,555,333,333,333,333,333,333,17,7.5,12.5,0,0,0,0,0,0,0,20.2,23.8,0,0,0,0,"""C""","""C""","""C""","""C""","""A""","""C""","""B""","""D""","""D"""
18579,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DAEBEACA""","""00010110""","""DDDAADECDCBCACCAECDDEBABBDC""","""900000009900900010900010810""",555,555,555,555,555,555,555,555,555,555,555,17.1,31.7,37.5,23,5,25,0,41,25,45,12.2,14.3,0,0,0,0,"""C""","""C""","""A""","""A""","""A""","""D""","""B""","""D""","""C"""
19467,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DAACDEEA""","""00000000""","""CCDBBBEBCADCADBADAADEEAEBBC""","""900100009900901000900110800""",555,555,555,555,555,555,555,555,555,555,333,17.3,16,0,40,34,50,30,46,50,45,17.7,19,10,30,0,0,"""E""","""E""","""A""","""A""","""D""","""C""","""D""","""A""","""A"""
20175,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AAAAAAAA""","""00001100""","""AAAAAAAAAAAAAAAAAAAAAAAAAAA""","""900000019910900000910010800""",555,555,555,555,555,333,555,555,333,333,333,17.5,21.4,25,16,5,25,0,27,35,25,16.2,19,0,0,0,0,"""A""","""A""","""A""","""A""","""A""","""A""","""A""","""A""","""A"""
20227,2021,115728,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCBDACBE""","""01101000""","""DACABDBCECBDEDBADDAEBCBDBAC""","""901000009900901000900000800""",555,555,555,555,555,555,555,555,555,555,555,17.6,35.5,37.5,32.5,42,70,35,23,55,15,11.6,9.5,23.3,35,20,15,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""A""","""C"""
21318,2021,1292727,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCBAACAC""","""01101000""","""EADAEEDDDCBDADBDDDAADDCBCBB""","""900000109900901000911000800""",555,555,555,333,555,333,333,333,333,333,333,17.8,22.5,37.5,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""E""","""C""","""B""","""A""","""D""","""A""","""C""","""C"""
21380,2021,86326,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AABBEBCA""","""00110010""","""EDBADCCCCDAABCBD...........""","""900011009910901000900000800""",555,555,555,333,555,333,333,333,333,333,333,17.8,22.5,37.5,0,0,0,0,0,0,0,16.2,19,0,0,0,0,,,,,,,,,
21827,2021,1342408,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AADBDDAD""","""00010001""","""EAECEDDECCCADBCDCEDABCEECCD""","""900000109900900001910000801""",555,555,555,555,555,555,333,555,555,333,333,17.9,18.4,25,8.5,0,0,0,17,25,15,17.7,19,10,30,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""B""","""E""","""D"""
23044,2021,101558,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BEAADDEC""","""00000000""","""AEBADBDACDACACBECBDCAADBAEE""","""910010119910901000900000800""",555,555,555,333,555,333,333,333,333,333,333,18.2,0,0,0,0,0,0,0,0,0,24.3,28.6,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""D""","""C""","""B"""
