,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
226957,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EAEBADCD""","""10011011""","""DDAADCDADCBBCDBBEEBCDCEECCB""","""900011119901901111901000800""",555,555,555,333,555,555,333,333,555,333,555,42.4,37.5,62.5,0,0,0,0,0,0,0,44,47.6,23.3,55,0,15,"""C""","""D""","""A""","""A""","""A""","""A""","""B""","""E""","""B"""
228641,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EBBAAACE""","""10101110""","""CECADCCECBABABBBCDBCDABBCAD""","""911011009911901100901000801""",555,555,555,555,555,333,555,555,333,333,333,42.6,48.9,62.5,28.5,20,40,15,37,65,30,40.5,47.6,0,0,0,0,"""E""","""C""","""A""","""D""","""B""","""C""","""B""","""D""","""E"""
228927,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBBEACC""","""11110110""","""BCCADCDEEBACAEBDEDBDDCECACE""","""901011109910911010901001800""",555,555,555,555,555,333,333,555,333,333,333,42.6,48.8,75,9.5,0,0,0,19,35,15,40.5,47.6,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""D""","""C""","""B"""
229729,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DBABACDB""","""00011000""","""ADCADCEDCEAACABBEEDABAAEBAD""","""901011009910901111910010801""",555,555,555,555,555,555,555,555,555,555,555,42.7,26.8,25,29.5,22,50,15,37,65,30,48,52.4,23.3,70,0,0,"""B""","""C""","""C""","""B""","""B""","""C""","""E""","""E""","""D"""
230593,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBAAACD""","""11101111""","""CACDBEDCCCADEEBAEEDCBDCEBDD""","""901000109910911011900000811""",555,555,555,333,555,555,333,333,555,555,555,42.8,52.5,87.5,0,0,0,0,0,0,0,39.5,42.9,20,45,0,15,"""B""","""C""","""C""","""A""","""A""","""C""","""D""","""D""","""C"""
239122,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABBAACC""","""00111110""","""CEDCBCDACDABDDBAEEDDDACBBBD""","""910001119911901011901000801""",555,555,555,333,555,555,333,333,555,555,333,43.9,37.5,62.5,0,0,0,0,0,0,0,46,52.4,10,30,0,0,"""D""","""C""","""C""","""D""","""A""","""B""","""A""","""C""","""D"""
239950,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EAEBCACB""","""10010110""","""BDDBACDEDBCDBEBAEEAAECAADBD""","""900101109900911011910010801""",555,555,555,555,555,555,555,555,555,555,333,44,39.4,50,23.5,25,65,15,22,70,10,45.5,47.6,33.3,70,30,0,"""C""","""C""","""B""","""B""","""C""","""B""","""D""","""D""","""B"""
239953,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CCEAAACC""","""01001110""","""DEAADCDBDEBBCABCEDADCEABEDA""","""910011109901901010900110810""",555,555,555,555,555,555,555,555,555,333,555,44,45,50,37.5,42,50,40,33,65,25,43.7,47.6,21.7,55,0,10,"""C""","""C""","""C""","""B""","""B""","""C""","""A""","""D""","""D"""
241918,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DBBAADCB""","""00101010""","""DEDBDCDCEEADEABCEEDAACECECB""","""910111109910901011910001800""",555,555,555,555,555,555,555,555,555,555,555,44.3,34.5,37.5,30,22,70,10,38,70,30,47.5,52.4,20,25,20,15,"""C""","""C""","""C""","""A""","""A""","""A""","""A""","""D""","""B"""
246662,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABACACC""","""10100110""","""DDDAECBAEDAADBBBEEBACBAAECD""","""900001019910901111910010801""",555,555,555,555,555,555,555,555,555,555,555,44.9,36.4,50,16,5,25,0,27,35,25,47.7,47.6,48.3,70,75,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""D"""
249603,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBAAECE""","""11101010""","""CEDEDDBBECBADBBBCADADEACBAA""","""910010009900901100911111800""",555,555,555,555,555,555,555,555,555,555,555,45.3,58.3,62.5,52,45,65,40,59,55,60,41,42.9,30,70,10,10,"""C""","""D""","""C""","""B""","""B""","""B""","""B""","""D""","""D"""
251527,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EEBACAAD""","""10100101""","""BCBADCCEBCAADDBBCECADCABBDD""","""900011009910901101911010811""",555,555,555,555,555,555,555,555,555,555,555,45.6,40.4,50,26,31,35,30,21,65,10,47.3,52.4,18.3,55,0,0,"""D""","""C""","""C""","""C""","""C""","""D""","""B""","""D""","""C"""
251793,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABBCACD""","""10110111""","""DACBACCBCBABDDBBEADBDAADBAA""","""901101009911901110901010800""",555,555,555,555,555,555,555,555,555,555,333,45.6,51.2,75,15.5,10,50,0,21,65,10,43.7,47.6,21.7,45,20,0,"""D""","""D""","""B""","""D""","""C""","""D""","""E""","""D""","""E"""
257463,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BDBAEECA""","""00100010""","""CBEEDAAADCABCABBEDDADEECDBD""","""900010019911901110911101801""",555,555,555,555,555,555,555,555,555,555,555,46.4,26.6,25,29,25,65,15,33,65,25,53,57.1,30,70,20,0,"""C""","""C""","""A""","""B""","""B""","""B""","""B""","""D""","""D"""
261245,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBBCACC""","""11110110""","""DDDBDCDDCEDBEEBAEABABAEBADD""","""900111109901911010910000811""",555,555,555,555,555,555,555,555,555,333,333,47,50.6,75,14,11,55,0,17,85,0,45.8,52.4,8.3,25,0,0,"""D""","""D""","""C""","""A""","""A""","""C""","""A""","""C""","""C"""
262615,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CAEACACB""","""00000110""","""DDCBDCCADDAECDBBEEDADABBEAD""","""901111019910901111911000801""",555,555,555,555,555,555,555,555,555,555,555,47.2,19.4,25,11,8,40,0,14,70,0,56.4,61.9,25,55,20,0,"""B""","""D""","""A""","""A""","""C""","""C""","""B""","""D""","""D"""
263907,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBBCECE""","""11110010""","""DEDABCDADEABEEBDCEDADEBBACE""","""910001119911911001911100800""",555,555,555,555,555,555,333,555,555,555,333,47.4,39.5,62.5,5,0,0,0,10,50,0,50,57.1,10,0,30,0,"""B""","""C""","""C""","""A""","""B""","""C""","""A""","""C""","""B"""
263916,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABBCACA""","""00110110""","""DDCBDDDCDCABDDBAEEBABAECEAD""","""901110109911901011910001801""",555,555,555,555,555,555,555,555,555,333,555,47.4,38.2,50,20.5,10,50,0,31,35,30,50.5,57.1,13.3,25,0,15,"""D""","""C""","""C""","""D""","""B""","""D""","""B""","""D""","""D"""
266764,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BACBACCA""","""00011010""","""DDCABADACBABEEBEEEAABABCCDC""","""901000119911911011910001810""",555,555,555,555,555,555,555,555,555,333,333,47.8,37.1,37.5,36.5,34,50,30,39,35,40,51.3,57.1,18.3,55,0,0,"""C""","""D""","""C""","""B""","""B""","""C""","""A""","""D""","""D"""
269096,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EBBBCAAD""","""10110101""","""EDCADCDBCCADAEBDEDAAECDCDDE""","""901011109910911010910001810""",555,555,555,555,555,555,555,555,555,333,333,48.2,59.1,62.5,54,34,50,30,74,50,80,44.5,52.4,0,0,0,0,"""B""","""C""","""C""","""A""","""B""","""C""","""D""","""D""","""D"""
271058,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABACACE""","""10100110""","""DEDAACCDAAABDCBCEECDDCCECDD""","""910001009911901011901000811""",555,555,555,555,555,555,555,555,555,555,555,48.5,47,50,42.5,27,35,25,58,50,60,49,47.6,56.7,70,85,15,"""C""","""C""","""C""","""E""","""E""","""D""","""E""","""C""","""D"""
271251,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABBADAD""","""10111001""","""DCCACBDBCCABDEBBEEABDAEDAED""","""901000109911911111901000801""",555,555,555,555,555,555,555,555,555,555,555,48.5,52.1,62.5,36.5,38,70,30,35,55,30,47.3,52.4,18.3,55,0,0,"""C""","""C""","""C""","""A""","""A""","""A""","""E""","""D""","""C"""
277268,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BBBBBBBB""","""00110000""","""AECBDCAACCBBEDBBEEBDDDABDDE""","""911111019901901111901010810""",555,555,555,555,555,555,555,555,555,555,555,49.5,23.2,25,20.5,10,50,0,31,35,30,58.2,66.7,10,20,10,0,"""C""","""C""","""C""","""A""","""A""","""A""","""A""","""C""","""C"""
279051,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECDBCABE""","""11010100""","""DECBDCDADCBDDBCEEEDDDBACADB""","""911111119900900011901011810""",555,555,555,555,555,555,555,555,555,333,333,49.8,35.8,50,14.5,7,35,0,22,70,10,54.4,61.9,11.7,35,0,0,"""B""","""D""","""C""","""B""","""B""","""C""","""D""","""D""","""C"""
279287,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BABBACAE""","""00111000""","""ADCDDEDACCABCEBAEABABEADCCD""","""901010119911911010910110801""",555,555,555,555,555,555,555,555,555,555,555,49.8,33.9,37.5,28.5,22,50,15,35,55,30,55.1,61.9,16.7,50,0,0,"""D""","""D""","""C""","""B""","""B""","""B""","""B""","""D""","""D"""
288032,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EAABAACB""","""10011110""","""DDCADDDEDCACEEBBEEDADAEBCDA""","""901010109910911111911000810""",555,555,555,555,555,555,555,555,555,555,333,51.3,52.3,62.5,37,25,65,15,49,65,45,51,57.1,16.7,50,0,0,"""C""","""C""","""B""","""B""","""B""","""C""","""B""","""D""","""D"""
288599,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EAEBAACE""","""10011110""","""EECADCEBCCABDEBCEEBAECECBAB""","""911011009911911011910001800""",555,555,555,555,555,555,555,555,555,555,555,51.4,48.7,62.5,28,22,50,15,34,70,25,52.3,57.1,25,55,20,0,"""C""","""C""","""C""","""A""","""A""","""B""","""D""","""D""","""C"""
298693,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EBCBCACA""","""10010110""","""CECADCABDBAAEEBCEECABCACCDA""","""911011009910911011910011810""",555,555,555,555,555,555,555,555,555,333,555,53.3,47.8,50,44.5,46,50,45,43,55,40,55.1,61.9,16.7,50,0,0,"""A""","""A""","""A""","""A""","""B""","""D""","""D""","""D""","""C"""
299172,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BABAAACE""","""00101110""","""AECCDEDECCABDDBCEEBADBADBDB""","""911010109911901011911010810""",555,555,555,555,555,555,555,555,555,555,333,53.4,47.4,50,43.5,25,65,15,62,70,60,55.4,61.9,18.3,55,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""C""","""D""","""D"""
303496,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EDDBAACA""","""10011110""","""DBCBDCDDDCABAEBBEBCBBCACEAB""","""901111109911911110900011800""",555,555,555,555,555,555,333,555,555,555,333,54.3,44.3,62.5,17,0,0,0,34,50,30,57.6,61.9,33.3,70,30,0,"""C""","""D""","""C""","""A""","""B""","""C""","""A""","""D""","""D"""
305323,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBBAACE""","""11111110""","""DECADCDADBBBDEBAEEAABDEBCBE""","""911011119901911011910000800""",555,555,555,555,555,555,555,555,555,555,333,54.7,64.7,87.5,30.5,26,70,15,35,55,30,51.3,57.1,18.3,55,0,0,"""C""","""C""","""B""","""A""","""A""","""B""","""B""","""D""","""D"""
307516,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EACBCACA""","""10010110""","""DDCADDDACDABDCBBDABADEACCED""","""901010119911901100911111801""",555,555,555,555,555,555,335,555,555,555,555,55.2,35.8,50,14.5,0,65,0,29,25,30,61.7,66.7,33.3,55,30,15,"""C""","""C""","""B""","""A""","""A""","""B""","""D""","""D""","""B"""
317411,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECBAAACD""","""11101111""","""DECBDADAECAEBEBBCDAADEEBBCA""","""911110119910911100911100800""",555,555,555,555,555,555,555,555,555,555,555,57.6,62.1,87.5,24,37,65,30,11,55,0,56.1,61.9,23.3,55,0,15,"""C""","""C""","""A""","""C""","""C""","""C""","""C""","""D""","""D"""
320579,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BBBAAACA""","""00101110""","""DECBDCDACCBECEBBEEBADCECAAC""","""911111119900911111911001800""",555,555,555,555,555,555,555,555,555,555,555,58.4,38.8,50,22,11,55,0,33,65,25,64.9,71.4,28.3,55,30,0,"""D""","""C""","""C""","""B""","""B""","""C""","""A""","""B""","""C"""
330308,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CCBACADA""","""01100100""","""CECDDCDACBABEDBBCEDADACCADD""","""911011119911901101911001811""",555,555,555,555,555,555,333,555,555,555,555,61.3,31.3,37.5,22,0,0,0,44,40,45,71.3,76.2,43.3,55,75,0,"""C""","""C""","""C""","""B""","""B""","""B""","""B""","""D""","""D"""
335592,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABBAACD""","""10111111""","""DECBDCDACBBBDEBCEEBACDBCADB""","""911111119901911011910001810""",555,555,555,555,555,555,555,555,555,555,333,63.2,62.7,87.5,25.5,14,70,0,37,65,30,63.4,71.4,18.3,55,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""D"""
388105,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,334,334,334,334,334,334,333,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,
388115,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,334,334,334,334,334,334,333,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,
388117,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
389000,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,334,334,334,334,334,334,333,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,
389293,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,334,334,334,334,334,334,333,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,
397457,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
405185,2021,107360,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,334,334,334,334,334,334,333,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,
448354,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448356,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448357,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448372,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448375,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448387,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448393,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448498,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448502,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448519,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448656,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448668,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448673,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448682,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448698,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448722,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448846,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
448853,2021,64664,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""",,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,
