,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
255,2017,21464,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""........""","""00000000""","""...........................""","""990008000000000090009000000""",555,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1862,2017,46487,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BECBCEEE""","""00011100""","""EADDDBBCCAAADEEADDCAABECDCB""","""990008000000000090009000010""",555,555,555,555,555,555,555,555,555,333,333,10.4,25.7,37.5,8,10,50,0,6,30,0,5.3,4.5,10,30,0,0,"""C""","""C""","""C""","""A""","""A""","""A""","""B""","""A""","""B"""
1911,2017,40343,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDADEADC""","""00000000""","""BDEEDCBECAEECCCACACCAAADDBE""","""990008000001000090009001000""",555,555,555,555,555,555,555,555,555,555,333,10.5,18.8,0,47,25,25,25,69,45,75,7.7,9.1,0,0,0,0,"""C""","""C""","""C""","""B""","""A""","""B""","""E""","""D""","""B"""
2027,2017,1103723,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBCCBCC""","""01101000""","""BBEEDDEECCDDCCCCCCCCCDCAAAB""","""990008000000000090009000000""",555,555,555,555,555,555,555,555,555,333,555,10.6,42.3,37.5,49.5,42,50,40,57,85,50,0,0,0,0,0,0,"""C""","""D""","""C""","""D""","""A""","""A""","""B""","""D""","""B"""
2570,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDAEDCD""","""01000001""","""ECEBBDABEDCBABBDDDBDADDBBAE""","""990008100000000090009000000""",555,555,555,555,555,555,555,333,333,333,555,11.8,29,25,35,70,30,80,0,0,0,6.1,4.5,15,0,0,45,"""C""","""E""","""B""","""A""","""C""","""C""","""A""","""B""","""C"""
2738,2017,47051,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCAABCCC""","""01000000""","""DDBAEDDECCCCDAAAEDDAAACCDDD""","""990018000000000090009000000""",555,555,555,555,555,333,555,555,333,333,333,12.1,37.1,12.5,74,76,60,80,72,60,75,3.8,4.5,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""D""","""C""","""D"""
2927,2017,49054,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDCEEAEE""","""00000000""","""BEDCABCBAEBBACDAACBADBDACDA""","""990108000010001090009000100""",555,555,555,333,555,555,333,333,555,333,336,12.4,0,0,0,0,0,0,0,0,0,16.5,18.2,6.7,20,0,0,"""B""","""C""","""C""","""A""","""C""","""A""","""C""","""B""","""C"""
3384,2017,40343,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDABDEDB""","""00010100""","""DBCACDEBACCCCEBCAACABDCACEB""","""990008000000000090009000100""",555,555,555,555,555,555,555,555,555,333,333,13,40.4,25,63.5,60,40,65,67,35,75,3.8,4.5,0,0,0,0,"""D""","""C""","""A""","""C""","""C""","""B""","""B""","""D""","""C"""
3925,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBCCBDAE""","""00000010""","""ADBCCBDAEBDCCDBEADBDCDEDADB""","""990108000100010090009001000""",555,555,555,333,555,333,333,333,333,333,333,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""B""","""C""","""A""","""D""","""D""","""D""","""D""","""D""","""A"""
3926,2017,107409,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBEAECBD""","""00000001""","""DEEDBBBCBCDDDDBECACAEADACEC""","""990008001000010090009000101""",555,555,555,333,555,333,333,333,333,333,333,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""C""","""C""","""A""","""A""","""A""","""C""","""E""","""D""","""A"""
3929,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABCDEEDC""","""00000100""","""BABCDCBABCDEDCBAABCDEDCBABC""","""990108001001000090009000001""",555,555,555,333,555,333,333,333,333,333,333,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""D""","""C""","""B""","""A""","""A""","""B""","""C""","""D""","""E"""
4081,2017,47069,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBEABECB""","""00000100""","""CBCCBECEDAEADEEEDACBDBBBDDD""","""990108000000000090009010000""",555,555,555,555,555,333,555,555,333,333,333,13.7,31.7,12.5,60.5,50,70,45,71,55,75,7.7,9.1,0,0,0,0,"""C""","""C""","""B""","""B""","""B""","""B""","""D""","""C""","""C"""
4167,2017,53331,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCADEDCB""","""01000000""","""AEEEABCDEDEDCBABAABABCDEDCA""","""990008010000000190009100010""",555,555,555,555,555,555,336,555,555,555,555,13.8,8.5,12.5,2.5,0,50,0,5,25,0,15.5,18.2,0,0,0,0,"""C""","""D""","""A""","""E""","""E""","""C""","""C""","""A""","""E"""
4649,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCECCAD""","""01001011""","""CBDBADBEDAACDBCEACEABEACCBE""","""990008000000000090009000100""",555,555,555,555,555,333,555,555,333,333,333,14.2,45.4,50,38.5,43,55,40,34,70,25,3.8,4.5,0,0,0,0,"""C""","""D""","""A""","""A""","""C""","""C""","""D""","""B""","""D"""
4717,2017,49054,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDEEAAA""","""11000010""","""CCDBBBEEEDBDDDBBCACCCADAEEE""","""990008000010010190009000000""",555,555,555,333,555,333,333,333,333,333,333,14.3,22.5,37.5,0,0,0,0,0,0,0,11.6,13.6,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""E""","""B""","""C"""
4947,2017,10515,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACDBEBC""","""00000100""","""DAEECDABCDABBBCDCDAAABDBDED""","""990008100000100090109000000""",555,555,555,555,555,333,555,555,333,333,333,14.5,23.3,12.5,39.5,38,30,40,41,25,45,11.6,13.6,0,0,0,0,"""C""","""D""","""A""","""C""","""C""","""C""","""D""","""C""","""D"""
5329,2017,107409,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCDCEABB""","""01000000""","""EDDCDBBADBABAECDCCDEABEBDDB""","""990108000100000090019000000""",555,555,555,555,555,555,555,555,555,333,333,14.8,24.5,12.5,42.5,34,50,30,51,55,50,11.6,13.6,0,0,0,0,"""C""","""D""","""C""","""B""","""C""","""D""","""E""","""C""","""C"""
5606,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBEEDCED""","""00000001""","""EDECCDABCAEDDEBCDDECCEACDDC""","""990108100000000090009000001""",555,555,555,555,555,333,555,555,333,333,333,15,25.1,12.5,44,55,75,50,33,65,25,11.6,13.6,0,0,0,0,"""C""","""C""","""A""","""C""","""B""","""D""","""B""","""D""","""E"""
5783,2017,55402,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDCBDEBD""","""00010101""","""CEBCADDBADCBDCCDBBEDBBCCDCE""","""990108000000000090009000010""",555,555,555,555,555,333,555,555,333,333,333,15.2,37.7,37.5,38,49,45,50,27,55,20,7.7,9.1,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""C"""
6053,2017,21464,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCDCBCC""","""01001000""","""DDCDBBBDCBEBEABACCAEADECBDB""","""990008010100000090119000000""",555,555,555,333,555,333,333,333,333,333,333,15.4,15,25,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""C""","""A""","""A""","""A"""
6209,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACCBAAD""","""00000011""","""EABACDADEDABDACCCAECAADDDBC""","""990008110000000090009001001""",555,555,555,333,555,555,333,333,555,555,555,15.4,15,25,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""E""","""D""","""A""","""C""","""B""","""C""","""B""","""D""","""B"""
6450,2017,18671,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACCECBDD""","""01001001""","""ACBEDCAACCBDEEBEACBBBDECDBB""","""990008100010000090009000000""",555,555,555,555,555,555,555,333,555,333,333,15.6,39.3,37.5,42,84,60,90,0,0,0,7.7,9.1,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""D""","""D""","""D""","""B"""
6606,2017,73140,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECADCDBB""","""01001000""","""CABBCCABEADBDECADCDBEBCBDBC""","""990008100000000090009000001""",555,555,555,555,555,555,555,555,555,555,555,15.7,39.8,25,62,56,60,55,68,60,70,7.7,9.1,0,0,0,0,"""C""","""C""","""A""","""B""","""C""","""D""","""B""","""A""","""C"""
7200,2017,1103723,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACEEEBCB""","""01000000""","""EBCCBBCBEDCCDCBCDCBCDBCCCCB""","""990108000000000090009000110""",555,555,555,555,555,555,555,555,555,333,333,16,24.7,12.5,43,45,65,40,41,25,45,13.1,13.6,10,30,0,0,"""E""","""C""","""A""","""A""","""A""","""A""","""C""","""E""","""E"""
7338,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EBBCDCDD""","""00100001""","""CBCCBAAAEDEDBCEACCCBDBABDBD""","""990108100000100090009000000""",555,555,555,555,555,555,555,555,555,555,555,16.1,29.4,25,36,66,50,70,6,30,0,11.6,13.6,0,0,0,0,"""E""","""D""","""D""","""B""","""B""","""C""","""B""","""C""","""B"""
7424,2017,21464,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEBBCECE""","""00111100""","""CAAABCCCABBCDEBDDBDBABEBDDA""","""991008000110000090009000000""",555,555,555,333,555,333,333,333,333,333,333,16.2,30,50,0,0,0,0,0,0,0,11.6,13.6,0,0,0,0,"""B""","""C""","""B""","""B""","""B""","""C""","""A""","""A""","""C"""
7792,2017,50082,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACDEBCEE""","""01000000""","""DDADEEBDDAEBAEADDDAACCDEEAB""","""991018010000000090109100000""",555,555,555,333,555,333,333,333,333,333,333,16.4,7.5,12.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""C""","""A""","""D""","""D"""
7886,2017,1103723,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDEEBEBA""","""00000100""","""CBCDBDCDBABCABDABBCBBBBCBDA""","""990008011010001090009010000""",555,555,555,333,555,333,333,333,333,333,333,16.4,7.5,12.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""D""","""C""","""B""","""C""","""E""","""D""","""D""","""B"""
7918,2017,1178627,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DECECBCE""","""00001000""","""AECDBBCAECCCDDCBBBEEEDBBCBB""","""990008000000010190019010100""",555,555,555,333,555,333,333,333,333,333,333,16.4,7.5,12.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""E""","""D""","""B""","""B""","""B""","""C""","""D""","""D""","""E"""
8161,2017,68930,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BAADCABB""","""00001000""","""ADECBDCBEABBEECACBCAECCECBB""","""990108000010000090009100100""",555,555,555,555,555,333,555,555,333,333,333,16.6,19.9,12.5,31,15,75,0,47,35,50,15.5,18.2,0,0,0,0,"""C""","""D""","""E""","""B""","""C""","""D""","""B""","""B""","""E"""
9028,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBDEEAE""","""01100110""","""DCBAADCAAAEDDEBEDBEEDDDBCEB""","""990008000000000090019000100""",555,555,555,555,555,555,555,555,555,333,333,17,45,50,37.5,27,75,15,48,40,50,7.7,9.1,0,0,0,0,"""D""","""D""","""C""","""B""","""B""","""C""","""D""","""B""","""B"""
9029,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDEBAEC""","""01000000""","""EBCCCAEEE.CBDAEBABCDEEEBCAD""","""990108000000000190009000100""",555,555,555,555,555,555,555,555,555,333,333,17,28.7,12.5,53,58,50,60,48,60,45,13.1,13.6,10,30,0,0,"""E""","""E""","""E""","""C""","""C""","""C""","""B""","""B""","""D"""
9535,2017,95017,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DADBCECA""","""00011100""","""CDCCBDDDBAA*D.ECDDDDBBACCBD""","""990108011000000090009000100""",555,555,555,333,555,333,333,333,333,333,333,17.3,22.5,37.5,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""C""","""D""","""B""","""B""","""A""","""C""","""D""","""C""","""C"""
9790,2017,107409,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBDEEBEB""","""00000000""","""ADCACCABCBDDBDCDDECBADEACBE""","""990008100100110091009000100""",555,555,555,333,555,333,333,333,333,333,333,17.4,0,0,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""D""","""B""","""D""","""C"""
9800,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEDEEBEB""","""00000000""","""DBEDEDCDECEDDDBADABCECBEECA""","""990018010000010090009110010""",555,555,555,333,555,333,333,333,333,333,333,17.4,0,0,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""D""","""D""","""B""","""D""","""C""","""D""","""C""","""C"""
10534,2017,1107880,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DECDDECC""","""00000100""","""ABCBEDBCACCBBACDBABCAEBCABA""","""990018000000100090009010000""",555,555,555,555,555,333,555,555,333,333,333,17.7,35.9,12.5,71,74,70,75,68,40,75,11.6,13.6,0,0,0,0,"""C""","""D""","""C""","""C""","""B""","""D""","""D""","""C""","""C"""
10928,2017,114616,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BAAECEDE""","""00001100""","""ECCBCDBCABBACDAAACBACBCADBD""","""990008000110010090009000000""",555,555,555,555,555,555,555,555,555,555,555,17.9,36.8,25,54.5,76,60,80,33,65,25,11.6,13.6,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
11583,2017,50996,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDDBECEB""","""10010000""","""EDCEECCEEDCBCDCCCDDCCEBCCCA""","""990018000000010090009010110""",555,555,555,333,555,555,333,333,336,336,336,18.2,15,25,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""B"""
11701,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBEECEC""","""01100000""","""DDCBEDCBDCDCCBEABECADBBEDAE""","""990018000000000091009010000""",555,555,555,555,555,555,555,555,555,555,555,18.2,35.8,25,52,60,60,60,44,40,45,12.3,13.6,5,0,0,15,"""D""","""D""","""C""","""A""","""B""","""B""","""D""","""C""","""D"""
11702,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDABAACD""","""00010001""","""ACBDBAAABAADCEEDECDECDBDBBE""","""990008101000000090019011000""",555,555,555,333,555,333,333,333,333,333,333,18.2,15,25,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""D""","""A""","""B""","""B""","""C""","""D""","""D""","""B"""
12182,2017,107409,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCDACEBA""","""01001100""","""EBCDDDBDBBCCEEBAABBCEDACDEB""","""990008011100000090009000000""",555,555,555,555,555,333,555,333,333,333,333,18.4,38.9,37.5,41,82,50,90,0,0,0,11.6,13.6,0,0,0,0,"""C""","""C""","""D""","""B""","""C""","""C""","""B""","""D""","""D"""
12554,2017,1178627,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACAEDAB""","""00000010""","""EBCDCBAAAAEDEEBACDCAEABACAC""","""990008100000000090009010101""",555,555,555,555,555,333,555,555,333,333,333,18.5,27.5,12.5,50,54,50,55,46,30,50,15.5,18.2,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""A""","""B""","""D"""
12621,2017,20756,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDCECEDE""","""00001100""","""EDDCDDADEADDCCCDEACBDDEEBBD""","""990108110000000090009000000""",555,555,555,555,555,555,555,555,555,333,333,18.6,39.6,25,61.5,69,65,70,54,70,50,11.6,13.6,0,0,0,0,"""C""","""C""","""A""","""B""","""B""","""B""","""C""","""D""","""E"""
13136,2017,49054,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCBEEDC""","""01010100""","""ECCDBDCCCCBADCCCBDCCBDCBDCB""","""990008000010000090009000010""",555,555,555,555,555,555,555,555,555,333,333,18.8,47.7,37.5,63,77,65,80,49,65,45,9.2,9.1,10,30,0,0,"""D""","""D""","""D""","""C""","""D""","""C""","""E""","""C""","""D"""
13620,2017,107409,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDEABCEB""","""00000000""","""ADCCCABDDECEADCBDBCAEBDCBEA""","""990108010001010190009000000""",555,555,555,555,555,333,555,555,333,333,333,18.9,17.6,0,44,42,50,40,46,30,50,19.3,22.7,0,0,0,0,"""D""","""C""","""B""","""A""","""A""","""B""","""B""","""D""","""B"""
13754,2017,18903,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEEECABB""","""00001000""","""ABBDBDBBDBEBDECCBBCEECBAEBB""","""990008000100000090019110000""",555,555,555,555,555,555,555,555,555,333,555,19,28.1,12.5,51.5,57,65,55,46,50,45,16,18.2,3.3,0,0,10,"""C""","""D""","""A""","""A""","""A""","""B""","""A""","""D""","""D"""
14023,2017,21464,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEABEEAD""","""00010111""","""EBEECDCDDCAABECBBDACCECBBBB""","""990008010000100190109000000""",555,555,555,333,555,333,333,333,333,333,333,19.1,30,50,0,0,0,0,0,0,0,15.5,18.2,0,0,0,0,"""D""","""C""","""C""","""C""","""B""","""D""","""D""","""B""","""B"""
14596,2017,21464,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCDEBCB""","""01000000""","""ACCCBDBAEBBCBDACCDCDDBCACBD""","""990108000110110090009000100""",555,555,555,333,555,333,333,333,333,333,333,19.3,7.5,12.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""A""","""B""","""C""","""D""","""E""","""D""","""C""","""B""","""A"""
14725,2017,101830,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEDBDBCA""","""00010000""","""CBEBDCAEAEBCDAEBCECDADBCDEC""","""990008100010000191009010001""",555,555,555,333,555,333,333,333,333,333,333,19.3,7.5,12.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""D""","""D""","""C""","""B""","""B""","""D""","""D""","""C""","""A"""
14981,2017,48675,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEDCBCBE""","""00000000""","""ECECEDBAAAEBEDBDBADBBBEBCBC""","""990118000000010090009000101""",555,555,555,555,555,555,555,555,555,555,555,19.4,18,0,45,40,40,40,50,50,50,19.8,22.7,3.3,0,0,10,"""B""","""C""","""C""","""B""","""B""","""B""","""A""","""D""","""C"""
15448,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEAEDCDD""","""00000001""","""ADDABDECBDEBDBDDCECBACBEABB""","""990008001000001091009110000""",555,555,555,555,555,555,555,336,555,555,555,19.5,18.7,12.5,28,56,60,55,0,0,0,19.8,22.7,3.3,0,0,10,"""D""","""E""","""C""","""B""","""B""","""C""","""D""","""C""","""B"""
15694,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBECEEB""","""01101100""","""AABADDCBBDACADBACABEBECAAEE""","""990008001000010090019000000""",555,555,555,555,555,555,555,555,555,333,333,19.6,43.4,50,33.5,43,55,40,24,40,20,11.6,13.6,0,0,0,0,"""D""","""E""","""D""","""D""","""D""","""E""","""B""","""C""","""D"""
15965,2017,97778,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEADEEAE""","""00000110""","""EEDACEBBBCABECCACCCEBADBECD""","""990008001000000090019000010""",555,555,555,555,555,555,555,333,555,555,555,19.7,28.8,25,34.5,69,65,70,0,0,0,16.6,13.6,33.3,20,80,0,"""C""","""C""","""C""","""C""","""C""","""C""","""E""","""D""","""D"""
16139,2017,1178627,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBDBECEE""","""00010000""","""EDCAEDCDCABDEEBACCCEDCBEBED""","""990018010010000090019110000""",555,555,555,333,555,555,333,333,555,555,555,19.7,7.5,12.5,0,0,0,0,0,0,0,23.7,27.3,3.3,0,0,10,"""D""","""D""","""C""","""B""","""B""","""C""","""B""","""D""","""D"""
17009,2017,10515,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCCCCCCC""","""11001000""","""CCCCCCCCCCCCCCCCCCCCCCCCCCC""","""990108000000000090009100111""",555,555,555,333,555,333,333,333,333,333,333,20.1,22.5,37.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
17216,2017,107409,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBECDEE""","""01101000""","""BDEDBDBCDBEECECDBEDBDCDCECB""","""990008000101000091009100010""",555,555,555,333,555,333,333,333,333,333,333,20.1,22.5,37.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""C""","""E""","""C""","""B""","""B""","""D""","""D""","""C""","""C"""
17287,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABEBCEEE""","""00011100""","""ACAAEECDBEADEEBADAAAAAECEAA""","""991018011000000090109000000""",555,555,555,333,555,333,333,333,333,333,333,20.1,22.5,37.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""C""","""A""","""C""","""B""","""C""","""B""","""D""","""E"""
17550,2017,95175,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCBEEBC""","""01010100""","""DACDCCCEBCCBCBEEDAAAACAECBB""","""990008001000000090109100100""",555,555,555,555,555,333,555,333,333,333,333,20.2,34.3,37.5,29.5,59,75,55,0,0,0,15.5,18.2,0,0,0,0,"""C""","""C""","""C""","""C""","""B""","""C""","""B""","""C""","""C"""
18191,2017,48675,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BACDBECC""","""00000100""","""EDDECEBDDDBEDECBBDEBBBDACDC""","""990008010011000190009000101""",555,555,555,333,555,555,333,333,555,333,555,20.4,7.5,12.5,0,0,0,0,0,0,0,24.7,27.3,10,0,0,30,"""C""","""C""","""C""","""B""","""A""","""C""","""A""","""*""","""B"""
18193,2017,49054,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECAECECD""","""01001101""","""AACCBDBBCBCDCEBCDDDDBECDAED""","""990108000100000090009001000""",555,555,555,555,555,333,555,333,333,333,333,20.4,46.8,50,42,84,60,90,0,0,0,11.6,13.6,0,0,0,0,"""B""","""B""","""C""","""B""","""B""","""C""","""C""","""C""","""C"""
18292,2017,95175,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBDBCDC""","""01100000""","""EDAACBDCBDBACBEDDBCBDBDCDBA""","""991008001010000090009000000""",555,555,555,555,555,555,555,333,555,555,555,20.4,33.4,25,46,92,60,100,0,0,0,16.1,13.6,30,30,30,30,"""C""","""D""","""C""","""B""","""B""","""B""","""D""","""C""","""B"""
