,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
1850,2021,113687,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CBEABAEE""","""00000100""","""BCBCBCABCDBBBCDEBCCDBACABBB""","""900001009901900000900000800""",555,555,555,555,555,555,555,333,555,555,333,9.1,8.9,12.5,3.5,7,35,0,0,0,0,9.1,9.5,6.7,20,0,0,"""C""","""D""","""A""","""A""","""A""","""A""","""A""","""C""","""C"""
2334,2021,1314243,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAECBDCE""","""00000010""","""CDBAAABDCEDACBABCADABBDBCCC""","""900000009900900100910000800""",555,555,555,555,555,555,555,555,555,555,555,9.8,13.5,12.5,15,23,55,15,7,35,0,8.6,9.5,3.3,10,0,0,"""C""","""C""","""C""","""B""","""A""","""D""","""B""","""C""","""D"""
3376,2021,94762,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAECADEB""","""00001000""","""DCDAAECDBCCCDBCAEBAACEEBCAA""","""900000009900900010910100800""",555,555,555,333,555,555,333,333,336,555,555,11,7.5,12.5,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""E""","""C""","""A""","""D""","""D""","""C""","""B""","""B""","""D"""
4301,2021,114616,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ECA*DECA""","""11000010""","""BDECABCDDCBCDEDCCBABCDCBBCD""","""900000009900910000900000801""",555,555,555,555,555,555,336,336,336,336,336,11.7,22.5,37.5,0,0,0,0,0,0,0,8.1,9.5,0,0,0,0,"""E""","""E""","""E""","""E""","""E""","""E""","""E""","""E""","""E"""
4344,2021,1351760,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BBDCCCDA""","""00000000""","""DACBBECDDACEDBDACBDEBDDCDEA""","""901100009900900000900001800""",555,555,555,555,555,555,333,555,555,555,555,11.8,2.6,0,6.5,0,0,0,13,25,10,14.9,14.3,18.3,55,0,0,"""C""","""C""","""C""","""B""","""B""","""A""","""B""","""D""","""C"""
5374,2021,113455,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EEECDEBE""","""10000000""","""DADAEDCABDEDBACEDEDAECEBABC""","""900000019900900001910000800""",555,555,555,555,555,555,555,555,336,336,555,12.4,13.1,12.5,14,10,50,0,18,50,10,12.2,14.3,0,0,0,0,"""C""","""D""","""C""","""A""","""A""","""B""","""E""","""D""","""C"""
5610,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BDBACEEA""","""00100000""","""DDECEBEBADACBBBCCDEABBEACAC""","""900000009910901000910000800""",555,555,555,555,555,555,555,555,555,333,333,12.5,13.5,12.5,15,13,65,0,17,25,15,12.2,14.3,0,0,0,0,"""D""","""D""","""C""","""D""","""D""","""C""","""B""","""B""","""C"""
5826,2021,94762,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CADADADE""","""00000100""","""CADAEAEBECEABCDEEDAADCDBDAB""","""900000009900900010911000800""",555,555,555,555,555,333,555,333,333,333,333,12.7,14.3,12.5,17,34,50,30,0,0,0,12.2,14.3,0,0,0,0,"""C""","""D""","""A""","""A""","""A""","""C""","""B""","""D""","""D"""
5923,2021,1136142,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCADCBCE""","""01000010""","""DBACCCBBDEBACBDACBACBDBCEBC""","""900001009900900000900001800""",555,555,555,555,555,555,555,555,555,555,333,12.8,20.4,25,13.5,5,25,0,22,50,15,10.3,9.5,15,45,0,0,"""C""","""C""","""A""","""E""","""E""","""A""","""B""","""D""","""A"""
6018,2021,114616,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EAEACBEE""","""10000000""","""ADDABCDECDCDABCDBAECBADDCAE""","""900001109900900000900000800""",555,555,555,555,555,555,555,555,555,555,333,12.8,19.3,12.5,29.5,40,40,40,19,35,15,10.6,9.5,16.7,40,10,0,"""D""","""D""","""C""","""B""","""B""","""C""","""B""","""D""","""B"""
6225,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEBDCED""","""00010001""","""DADBCACEBDAEBDCEACEBDACBDEA""","""900100009910900000901000800""",555,555,555,555,555,555,336,336,336,336,555,12.9,15,25,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""C""","""C""","""B""","""A""","""A""","""C""","""D""","""D""","""B"""
7635,2021,91181,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABAAAAA""","""10101100""","""DABCDEABCDEABCDEABCDEABCDEA""","""900010009900900000900001800""",555,555,555,333,555,333,333,333,333,333,333,13.6,30,50,0,0,0,0,0,0,0,8.1,9.5,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""E""","""D""","""B"""
7996,2021,1136142,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABADACE""","""10100110""","""EBDACADBBEEAACDDDCABCBDBCAE""","""900000109900900000900000800""",555,555,555,555,555,333,555,555,333,333,333,13.8,43,50,32.5,28,80,15,37,65,30,4.1,4.8,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
8124,2021,18671,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EBEACBCA""","""10000010""","""CDEAEEEBADDECBDAEADDEBEACCD""","""900000009900900010900000801""",555,555,555,555,555,555,555,555,555,555,333,13.8,31,25,40,22,50,15,58,50,60,8.1,9.5,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""A""","""D""","""D""","""B"""
8561,2021,1427745,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BEDCBEDD""","""00000001""","""CDABAACBDCBCDADCABCBECDCBDD""","""900100009900900000900001811""",555,555,555,333,555,333,333,333,333,333,333,14,7.5,12.5,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""D""","""C""","""C""","""C""","""B""","""D""","""B""","""B""","""C"""
9125,2021,99406,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AACDBEAE""","""00000000""","""CBDDEBADEBBADBBCEEEACDBBBAB""","""900000009900901011910000800""",555,555,555,333,555,555,333,333,555,333,333,14.2,0,0,0,0,0,0,0,0,0,18.9,19,18.3,55,0,0,"""E""","""E""","""A""","""E""","""E""","""E""","""D""","""C""","""A"""
9759,2021,49071,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BDEACAAC""","""00000100""","""BDACADDBDBBDCBBACDEABEDEDCA""","""900000109900901000910100800""",555,555,555,555,555,555,555,555,555,555,555,14.5,9.5,12.5,5,5,25,0,5,25,0,16.2,19,0,0,0,0,"""D""","""C""","""B""","""B""","""B""","""C""","""A""","""B""","""B"""
10330,2021,47069,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EEBAEAAB""","""10100100""","""ABCBBBCCCDAEBCDEBBADBAEEBAB""","""901100009910900000900000800""",555,555,555,333,555,333,333,333,333,333,333,14.8,22.5,37.5,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""C""","""C""","""D""","""A""","""B""","""B""","""B""","""D""","""B"""
10348,2021,1351760,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ADBBEBCE""","""00110010""","""EADAEAAABDDABEECDBDBEACBCAD""","""900000019900910000900000801""",555,555,555,333,555,333,333,333,333,333,333,14.8,22.5,37.5,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""D""","""E""","""A""","""B""","""B""","""B""","""A""","""B""","""B"""
10433,2021,1108692,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BBEAACAC""","""00001000""","""CDEBDBDCCEBCABCBCAECEDCACAC""","""900110109900900100900000800""",555,555,555,555,555,333,555,555,333,333,333,14.8,10.5,12.5,7.5,5,25,0,10,50,0,16.2,19,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""B""","""B"""
10450,2021,116770,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BADCCACD""","""00000111""","""EDBABDDAEBDADDBCDACDCDCDDAA""","""900000119900901000900000800""",555,555,555,333,555,333,333,333,333,333,333,14.8,22.5,37.5,0,0,0,0,0,0,0,12.2,14.3,0,0,0,0,"""E""","""D""","""C""","""A""","""A""","""A""","""A""","""A""","""B"""
10727,2021,47505,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DBEECCDE""","""00000000""","""EDDBCEDEDADEAEBDDBAEEDBAECA""","""900100109900911000900000800""",555,555,555,555,555,555,555,555,555,555,555,14.9,10.8,0,27,7,35,0,47,55,45,16.2,19,0,0,0,0,"""C""","""B""","""D""","""A""","""A""","""B""","""E""","""D""","""C"""
10759,2021,97443,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CAEACEAE""","""00000000""","""EBAAEEDEECACCCCCCCCCCCACCCC""","""900000109910900000900011800""",555,555,555,555,555,555,555,555,555,555,555,14.9,7.8,0,19.5,32,40,30,7,35,0,17.2,19,6.7,0,20,0,"""D""","""D""","""D""","""B""","""A""","""C""","""B""","""D""","""D"""
10990,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEACBED""","""00000001""","""DCDCCBCABCBCCBADCEACCDBCBDC""","""900000019900900001900001810""",555,555,555,555,555,555,555,555,555,555,333,14.9,11.1,12.5,9,11,55,0,7,35,0,16.2,19,0,0,0,0,"""C""","""C""","""A""","""B""","""A""","""C""","""B""","""B""","""C"""
11273,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CAEAAEAE""","""00001000""","""EDBACBEBDDBCBABCDCDACBDBBCD""","""900000009900901000910000801""",555,555,555,555,555,333,555,555,333,333,333,15,23.5,12.5,40,15,35,10,65,25,75,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""B""","""C""","""C"""
11430,2021,95175,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEACEAD""","""00000001""","""CECAEBBBDCDDBDADDADCECCBBCD""","""911000009900900000900000801""",555,555,555,555,555,555,555,555,555,555,555,15.1,20.7,12.5,33,13,65,0,53,65,50,13.2,14.3,6.7,20,0,0,"""C""","""C""","""A""","""D""","""C""","""A""","""B""","""D""","""D"""
11710,2021,47505,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BDDBCACA""","""00010110""","""BBDCEDBDCDDCCBDBEACCEABCACA""","""900000009900900110900001800""",555,555,555,555,555,555,336,336,555,555,555,15.2,22.5,37.5,0,0,0,0,0,0,0,12.7,14.3,3.3,10,0,0,"""D""","""D""","""A""","""C""","""C""","""B""","""C""","""D""","""D"""
12063,2021,1203177,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEAACBE""","""00001000""","""DADAAADECCAAECCDCADABDCACEC""","""900000109910900000910000800""",555,555,555,555,555,555,555,555,555,555,555,15.3,16.3,12.5,22,11,55,0,33,65,25,14.9,14.3,18.3,55,0,0,"""C""","""C""","""B""","""B""","""B""","""C""","""D""","""D""","""B"""
12473,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABABADB""","""00100100""","""CAAAAACADBAAECECDBACCCAEECB""","""900000019910900000900010800""",555,555,555,555,555,555,555,555,555,333,555,15.4,24.8,25,24.5,8,40,0,41,25,45,12.2,14.3,0,0,0,0,"""E""","""D""","""B""","""B""","""C""","""C""","""A""","""B""","""D"""
12638,2021,1101244,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AAABAACD""","""00011111""","""EBDADDAABBBACD.ECCADBDB.CEC""","""900010019900900000900000800""",555,555,555,333,555,333,333,333,333,333,333,15.5,37.5,62.5,0,0,0,0,0,0,0,8.1,9.5,0,0,0,0,"""D""","""D""","""B""","""B""","""B""","""B""","""A""","""D""","""B"""
12876,2021,106167,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DBEBCCAB""","""00010000""","""CABDABACCDEEECDBABBCDBCDCCD""","""900000009900900100901000801""",555,555,555,555,555,555,555,555,555,555,333,15.6,14.7,12.5,18,1,5,0,35,55,30,15.9,14.3,25,55,20,0,"""A""","""B""","""B""","""C""","""D""","""C""","""C""","""A""","""A"""
13636,2021,1351760,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCEACADC""","""01000100""","""BDDEEEDECAAACBBDCADCCBBEDAC""","""900000109910901000900000800""",555,555,555,555,555,555,555,555,555,333,333,15.8,26.4,25,28.5,8,40,0,49,65,45,12.2,14.3,0,0,0,0,"""D""","""C""","""C""","""C""","""C""","""D""","""B""","""C""","""B"""
14062,2021,113455,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BEEBCADE""","""00010100""","""DACAEEBECCAAADAACEEEEEEAAAA""","""901000009910900001900100800""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
14274,2021,114616,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DBCBCAEE""","""00010100""","""ABDBBDCADDBCBDDDAEACCAEAACD""","""900100019900900001900000801""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""B""","""B""","""C""","""C"""
14322,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BADACBDE""","""00000000""","""DACCEBDBAAADADBDDBAABADAECB""","""901000109910901000910000800""",555,555,555,555,555,555,555,555,555,555,555,15.9,2.8,0,7,7,35,0,7,35,0,20.2,23.8,0,0,0,0,"""C""","""D""","""C""","""B""","""B""","""D""","""B""","""A""","""B"""
14324,2021,1117717,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BACCADCB""","""00001010""","""BAAAECABCECBCEBDDABCBDBBCEA""","""900001009901911000900000800""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""C""","""C""","""B""","""B""","""C""","""D""","""B""","""B""","""C"""
14325,2021,1117717,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""ABCEADCC""","""00001010""","""DDBADDBDDACCACADCABABDAACDC""","""900010009900900000910010810""",555,555,555,333,555,333,333,333,333,333,333,15.9,15,25,0,0,0,0,0,0,0,16.2,19,0,0,0,0,"""D""","""D""","""C""","""D""","""D""","""D""","""D""","""B""","""B"""
14439,2021,18903,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BAEBDDCC""","""00010010""","""CDBAEEDEDCDACECACBBEEBABBAC""","""900000109900910000900010800""",555,555,555,555,555,555,555,555,555,555,333,16,19.2,25,10.5,8,40,0,13,65,0,14.9,14.3,18.3,20,35,0,"""C""","""B""","""C""","""D""","""D""","""C""","""E""","""B""","""B"""
14454,2021,1132918,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""CABAEACB""","""00100110""","""CDDEAABBCCDDCEEAABDDDCC.ACC""","""900000009900910000901000800""",555,555,555,555,555,555,555,555,555,555,555,16,32.1,37.5,24,17,25,15,31,55,25,10.6,9.5,16.7,50,0,0,"""A""","""D""","""E""","""E""","""D""","""D""","""C""","""B""","""B"""
14611,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCEBCAAA""","""01010100""","""EDBDBBDBAAEADABBCADEEAEBDAB""","""900000109900901100900000800""",555,555,555,555,555,555,555,555,555,555,555,16,27.3,37.5,12,7,35,0,17,25,15,12.2,14.3,0,0,0,0,"""C""","""D""","""A""","""B""","""C""","""D""","""A""","""B""","""B"""
17720,2021,113813,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""E.D.....""","""10000000""",""".C....EAB..C.E..E..D.......""","""900000019900910010900000800""",555,555,555,555,555,333,555,555,333,333,333,16.9,31.1,12.5,59,34,70,25,84,40,95,12.2,14.3,0,0,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""D""","""C""","""C"""
17917,2021,1351760,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DAECCADE""","""00000100""","""BDAECBCAEEABADBCDABEEABADCD""","""900000019911901000900000801""",555,555,555,333,555,555,333,333,333,555,333,17,7.5,12.5,0,0,0,0,0,0,0,20.2,23.8,0,0,0,0,"""C""","""D""","""B""","""B""","""C""",""".""","""D""","""B""","""B"""
18008,2021,1427745,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""EABAABDB""","""10101000""","""ABDEADBCABCBACBCABAABDBBDCA""","""900000009901901000910000800""",555,555,555,555,555,555,555,555,555,555,555,17,24.9,37.5,6,7,35,0,5,25,0,14.4,14.3,15,45,0,0,"""E""","""D""","""C""","""C""","""A""","""A""","""B""","""B""","""B"""
18393,2021,107422,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""AABAAAAC""","""00101100""","""CDDABCECCBBDACDCEBDECBABBEE""","""900001009900900010900010800""",555,555,555,555,555,555,333,555,333,555,333,17.1,25.9,37.5,8.5,0,0,0,17,25,15,14.2,14.3,13.3,0,40,0,"""C""","""D""","""B""","""B""","""D""","""A""","""A""","""B""","""D"""
18579,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DAEBEACA""","""00010110""","""DDDAADECDCBCACCAECDDEBABBDC""","""900000009900900010900010810""",555,555,555,555,555,555,555,555,555,555,555,17.1,31.7,37.5,23,5,25,0,41,25,45,12.2,14.3,0,0,0,0,"""C""","""C""","""A""","""A""","""A""","""D""","""B""","""D""","""C"""
19322,2021,1203177,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BDEBCCDA""","""00010000""","""EBCAADEBDCADDEBCBDDACCBBECE""","""901000009910911000910000800""",555,555,555,555,555,555,555,333,555,555,333,17.3,7.7,12.5,0.5,1,5,0,0,0,0,20.5,23.8,1.7,5,0,0,"""C""","""D""","""C""","""B""","""A""","""B""","""A""","""A""","""C"""
19467,2021,108660,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""DAACDEEA""","""00000000""","""CCDBBBEBCADCADBADAADEEAEBBC""","""900100009900901000900110800""",555,555,555,555,555,555,555,555,555,555,333,17.3,16,0,40,34,50,30,46,50,45,17.7,19,10,30,0,0,"""E""","""E""","""A""","""A""","""D""","""C""","""D""","""A""","""A"""
19722,2021,20756,8,0,0,0,27,1,5,0,"""ECBBAACD""","""XECBDCDAXXABXEBBEEXADEACZDD""","""BCEAAACA""","""01001110""","""DDCCBEDDDBAAEDAACCCC.BB.C.B""","""901000109910900000900000800""",555,555,555,555,555,555,555,555,555,555,555,17.4,33,50,7.5,10,50,0,5,25,0,12.2,14.3,0,0,0,0,"""A""","""A""","""A""","""A""","""A""","""A""","""C""","""E""","""D"""
